"timestamp (abs)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","ENABLE","DATA","CLK"
363,20000,0,0,0,0,0,1,1,0
365,20000,0,0,0,0,0,1,1,1
366,20000,0,0,0,0,0,1,1,0
367,20000,0,0,0,0,0,1,1,1
369,20000,0,0,0,0,0,1,1,0
370,20000,0,0,0,0,0,1,1,1
371,20000,0,0,0,0,0,1,1,0
372,20000,0,0,0,0,0,1,1,1
373,20000,0,0,0,0,0,1,0,1
374,20000,0,0,0,0,0,1,0,0
375,20000,0,0,0,0,0,1,0,1
376,20000,0,0,0,0,0,1,1,1
377,20000,0,0,0,0,0,1,1,0
378,20000,0,0,0,0,0,1,1,1
379,20000,0,0,0,0,0,1,0,0
381,20000,0,0,0,0,0,1,1,1
382,20000,0,0,0,0,0,1,1,0
383,20000,0,0,0,0,0,1,1,1
385,20000,0,0,0,0,0,1,1,0
386,20000,0,0,0,0,0,1,1,1
387,20000,0,0,0,0,0,1,1,0
388,20000,0,0,0,0,0,1,1,1
389,20000,0,0,0,0,0,1,0,1
390,20000,0,0,0,0,0,1,0,0
391,20000,0,0,0,0,0,1,0,1
392,20000,0,0,0,0,0,1,1,0
394,20000,0,0,0,0,0,1,1,1
395,20000,0,0,0,0,0,1,1,0
396,20000,0,0,0,0,0,1,1,1
398,20000,0,0,0,0,0,1,1,0
399,20000,0,0,0,0,0,1,1,1
400,20000,0,0,0,0,0,1,0,0
402,20000,0,0,0,0,0,1,1,1
403,20000,0,0,0,0,0,1,1,0
404,20000,0,0,0,0,0,1,1,1
406,20000,0,0,0,0,0,1,1,0
407,20000,0,0,0,0,0,1,0,1
408,20000,0,0,0,0,0,1,0,0
409,20000,0,0,0,0,0,1,0,1
410,20000,0,0,0,0,0,1,1,1
411,20000,0,0,0,0,0,1,1,0
412,20000,0,0,0,0,0,1,1,1
413,20000,0,0,0,0,0,1,1,0
415,20000,0,0,0,0,0,1,0,1
416,20000,0,0,0,0,0,1,0,0
417,20000,0,0,0,0,0,1,0,1
421,20000,0,0,0,0,0,1,1,0
423,20000,0,0,0,0,0,1,0,1
424,20000,0,0,0,0,0,1,0,0
425,20000,0,0,0,0,0,1,0,1
426,20000,0,0,0,0,0,1,1,0
428,20000,0,0,0,0,0,1,1,1
429,20000,0,0,0,0,0,1,1,0
430,20000,0,0,0,0,0,1,1,1
431,20000,0,0,0,0,0,1,0,1
432,20000,0,0,0,0,0,1,0,0
433,20000,0,0,0,0,0,1,0,1
434,20000,0,0,0,0,0,1,0,0
435,20000,0,0,0,0,0,1,0,1
437,20000,0,0,0,0,0,1,0,0
438,20000,0,0,0,0,0,1,0,1
439,20000,0,0,0,0,0,1,0,0
441,20000,0,0,0,0,0,1,0,1
442,20000,0,0,0,0,0,1,1,0
443,20000,0,0,0,0,0,1,1,1
444,20000,0,0,0,0,0,1,0,1
445,20000,0,0,0,0,0,1,0,0
446,20000,0,0,0,0,0,1,0,1
447,20000,0,0,0,0,0,1,0,0
449,20000,0,0,0,0,0,1,1,1
450,20000,0,0,0,0,0,1,1,0
451,20000,0,0,0,0,0,1,1,1
453,20000,0,0,0,0,0,1,1,0
454,20000,0,0,0,0,0,1,0,1
455,20000,0,0,0,0,0,1,0,0
456,20000,0,0,0,0,0,1,0,1
458,20000,0,0,0,0,0,1,0,0
459,20000,0,0,0,0,0,1,0,1
460,20000,0,0,0,0,0,1,1,0
462,20000,0,0,0,0,0,1,1,1
463,20000,0,0,0,0,0,1,1,0
465,20000,0,0,0,0,0,1,0,1
466,20000,0,0,0,0,0,1,0,0
467,20000,0,0,0,0,0,1,0,1
468,20000,0,0,0,0,0,1,1,0
470,20000,0,0,0,0,0,1,1,1
471,20000,0,0,0,0,0,1,1,0
472,20000,0,0,0,0,0,1,1,1
474,20000,0,0,0,0,0,1,1,0
475,20000,0,0,0,0,0,1,0,1
476,20000,0,0,0,0,0,1,0,0
477,20000,0,0,0,0,0,1,0,1
479,20000,0,0,0,0,0,1,0,0
480,20000,0,0,0,0,0,1,0,1
481,20000,0,0,0,0,0,1,1,0
483,20000,0,0,0,0,0,1,1,1
484,20000,0,0,0,0,0,1,1,0
486,20000,0,0,0,0,0,1,0,1
487,20000,0,0,0,0,0,1,0,0
488,20000,0,0,0,0,0,1,0,1
489,20000,0,0,0,0,0,1,1,0
491,20000,0,0,0,0,0,1,1,1
492,20000,0,0,0,0,0,1,1,0
493,20000,0,0,0,0,0,1,1,1
494,20000,0,0,0,0,0,1,0,1
495,20000,0,0,0,0,0,1,0,0
496,20000,0,0,0,0,0,1,0,1
497,20000,0,0,0,0,0,1,0,0
498,20000,0,0,0,0,0,1,0,1
499,20000,0,0,0,0,0,1,1,1
500,20000,0,0,0,0,0,1,1,0
501,20000,0,0,0,0,0,1,1,1
502,20000,0,0,0,0,0,1,0,0
504,20000,0,0,0,0,0,1,0,1
505,20000,0,0,0,0,0,1,1,0
507,20000,0,0,0,0,0,1,0,1
508,20000,0,0,0,0,0,1,0,0
509,20000,0,0,0,0,0,1,0,1
510,20000,0,0,0,0,0,1,1,1
511,20000,0,0,0,0,0,1,1,0
512,20000,0,0,0,0,0,1,1,1
513,20000,0,0,0,0,0,1,1,0
514,20000,0,0,0,0,0,1,1,1
516,20000,0,0,0,0,0,1,1,0
517,20000,0,0,0,0,0,1,1,1
518,20000,0,0,0,0,0,1,0,0
520,20000,0,0,0,0,0,1,0,1
521,20000,0,0,0,0,0,1,0,0
522,20000,0,0,0,0,0,1,0,1
523,20000,0,0,0,0,0,1,1,0
525,20000,0,0,0,0,0,1,1,1
526,20000,0,0,0,0,0,1,1,0
528,20000,0,0,0,0,0,1,0,1
529,20000,0,0,0,0,0,1,0,0
530,20000,0,0,0,0,0,1,0,1
531,20000,0,0,0,0,0,1,1,1
532,20000,0,0,0,0,0,1,1,0
533,20000,0,0,0,0,0,1,1,1
534,20000,0,0,0,0,0,1,1,0
535,20000,0,0,0,0,0,1,1,1
536,20000,0,0,0,0,0,1,0,1
537,20000,0,0,0,0,0,1,0,0
538,20000,0,0,0,0,0,1,0,1
539,20000,0,0,0,0,0,1,0,0
541,20000,0,0,0,0,0,1,1,1
542,20000,0,0,0,0,0,1,1,0
543,20000,0,0,0,0,0,1,1,1
544,20000,0,0,0,0,0,1,0,0
546,20000,0,0,0,0,0,1,0,1
547,20000,0,0,0,0,0,1,1,0
549,20000,0,0,0,0,0,1,1,1
550,20000,0,0,0,0,0,1,1,0
551,20000,0,0,0,0,0,1,1,1
552,20000,0,0,0,0,0,1,0,1
553,20000,0,0,0,0,0,1,0,0
554,20000,0,0,0,0,0,1,0,1
555,20000,0,0,0,0,0,1,0,0
556,20000,0,0,0,0,0,1,0,1
557,20000,0,0,0,0,0,1,1,1
558,20000,0,0,0,0,0,1,1,0
559,20000,0,0,0,0,0,1,1,1
560,20000,0,0,0,0,0,1,1,0
562,20000,0,0,0,0,0,1,1,1
563,20000,0,0,0,0,0,1,1,0
564,20000,0,0,0,0,0,1,1,1
565,20000,0,0,0,0,0,1,0,1
566,20000,0,0,0,0,0,1,0,0
567,20000,0,0,0,0,0,1,0,1
570,20000,0,0,0,0,0,1,1,1
571,20000,0,0,0,0,0,1,1,0
572,20000,0,0,0,0,0,1,1,1
573,20000,0,0,0,0,0,1,1,0
575,20000,0,0,0,0,0,1,0,1
576,20000,0,0,0,0,0,1,0,0
577,20000,0,0,0,0,0,1,0,1
578,20000,0,0,0,0,0,1,1,1
579,20000,0,0,0,0,0,1,1,0
580,20000,0,0,0,0,0,1,0,1
581,20000,0,0,0,0,0,1,0,0
582,20000,0,0,0,0,0,1,0,1
584,20000,0,0,0,0,0,1,0,0
585,20000,0,0,0,0,0,1,0,1
586,20000,0,0,0,0,0,1,1,0
588,20000,0,0,0,0,0,1,0,1
589,20000,0,0,0,0,0,1,0,0
590,20000,0,0,0,0,0,1,0,1
591,20000,0,0,0,0,0,1,1,1
592,20000,0,0,0,0,0,1,1,0
593,20000,0,0,0,0,0,1,1,1
594,20000,0,0,0,0,0,1,1,0
596,20000,0,0,0,0,0,1,0,1
597,20000,0,0,0,0,0,1,0,0
598,20000,0,0,0,0,0,1,0,1
600,20000,0,0,0,0,0,1,0,0
601,20000,0,0,0,0,0,1,1,1
602,20000,0,0,0,0,0,1,1,0
603,20000,0,0,0,0,0,1,1,1
605,20000,0,0,0,0,0,1,1,0
606,20000,0,0,0,0,0,1,1,1
607,20000,0,0,0,0,0,1,1,0
609,20000,0,0,0,0,0,1,0,1
610,20000,0,0,0,0,0,1,0,0
611,20000,0,0,0,0,0,1,0,1
612,20000,0,0,0,0,0,1,1,1
613,20000,0,0,0,0,0,1,1,0
614,20000,0,0,0,0,0,1,1,1
616,20000,0,0,0,0,0,1,1,0
617,20000,0,0,0,0,0,1,0,1
618,20000,0,0,0,0,0,1,0,0
619,20000,0,0,0,0,0,1,0,1
620,20000,0,0,0,0,0,1,1,1
621,20000,0,0,0,0,0,1,1,0
622,20000,0,0,0,0,0,1,1,1
623,20000,0,0,0,0,0,1,1,0
625,20000,0,0,0,0,0,1,1,1
626,20000,0,0,0,0,0,1,1,0
627,20000,0,0,0,0,0,1,1,1
629,20000,0,0,0,0,0,1,1,0
630,20000,0,0,0,0,0,1,1,1
631,20000,0,0,0,0,0,1,1,0
632,20000,0,0,0,0,0,1,1,1
634,20000,0,0,0,0,0,1,1,0
635,20000,0,0,0,0,0,1,1,1
637,20000,0,0,0,0,0,1,1,0
638,20000,0,0,0,0,0,1,1,1
639,20000,0,0,0,0,0,1,0,0
641,20000,0,0,0,0,0,1,1,1
642,20000,0,0,0,0,0,1,1,0
643,20000,0,0,0,0,0,1,1,1
644,20000,0,0,0,0,0,1,1,0
646,20000,0,0,0,0,0,1,1,1
647,20000,0,0,0,0,0,1,1,0
648,20000,0,0,0,0,0,1,1,1
650,20000,0,0,0,0,0,1,1,0
651,20000,0,0,0,0,0,1,1,1
652,20000,0,0,0,0,0,1,1,0
654,20000,0,0,0,0,0,1,1,1
655,20000,0,0,0,0,0,1,1,0
656,20000,0,0,0,0,0,1,1,1
658,20000,0,0,0,0,0,1,1,0
659,20000,0,0,0,0,0,1,1,1
660,20000,0,0,0,0,0,1,0,0
662,20000,0,0,0,0,0,1,1,1
663,20000,0,0,0,0,0,1,1,0
664,20000,0,0,0,0,0,1,1,1
666,20000,0,0,0,0,0,1,1,0
667,20000,0,0,0,0,0,1,1,1
668,20000,0,0,0,0,0,1,1,0
669,20000,0,0,0,0,0,1,1,1
671,20000,0,0,0,0,0,1,1,0
672,20000,0,0,0,0,0,1,1,1
673,20000,0,0,0,0,0,1,1,0
675,20000,0,0,0,0,0,1,1,1
678,20000,0,0,0,0,0,1,1,0
679,20000,0,0,0,0,0,1,1,1
681,20000,0,0,0,0,0,1,1,0
682,20000,0,0,0,0,0,1,1,1
683,20000,0,0,0,0,0,1,0,0
685,20000,0,0,0,0,0,1,1,1
686,20000,0,0,0,0,0,1,1,0
687,20000,0,0,0,0,0,1,1,1
689,20000,0,0,0,0,0,1,1,0
690,20000,0,0,0,0,0,1,0,1
691,20000,0,0,0,0,0,1,0,0
692,20000,0,0,0,0,0,1,0,1
693,20000,0,0,0,0,0,1,1,1
694,20000,0,0,0,0,0,1,1,0
695,20000,0,0,0,0,0,1,1,1
696,20000,0,0,0,0,0,1,0,0
698,20000,0,0,0,0,0,0,1,1
2961,20000,0,0,0,0,0,1,1,1
2964,20000,0,0,0,0,0,0,1,1
2966,20000,0,0,0,0,0,1,1,1
2967,20000,0,0,0,0,0,1,0,0
2969,20000,0,0,0,0,0,1,0,1
2970,20000,0,0,0,0,0,1,0,0
2971,20000,0,0,0,0,0,1,0,1
2972,20000,0,0,0,0,0,1,0,0
2974,20000,0,0,0,0,0,1,0,1
2975,20000,0,0,0,0,0,1,0,0
2976,20000,0,0,0,0,0,1,0,1
2977,20000,0,0,0,0,0,1,1,1
2978,20000,0,0,0,0,0,1,1,0
2979,20000,0,0,0,0,0,1,1,1
2980,20000,0,0,0,0,0,1,1,0
2981,20000,0,0,0,0,0,1,1,1
2983,20000,0,0,0,0,0,1,1,0
2984,20000,0,0,0,0,0,1,1,1
2985,20000,0,0,0,0,0,1,1,0
2987,20000,0,0,0,0,0,1,1,1
2988,20000,0,0,0,0,0,1,1,0
2990,20000,0,0,0,0,0,1,0,1
2991,20000,0,0,0,0,0,1,0,0
2992,20000,0,0,0,0,0,1,0,1
2993,20000,0,0,0,0,0,1,1,0
2995,20000,0,0,0,0,0,1,0,1
2996,20000,0,0,0,0,0,1,0,0
2997,20000,0,0,0,0,0,1,0,1
2998,20000,0,0,0,0,0,1,1,1
2999,20000,0,0,0,0,0,1,1,0
3000,20000,0,0,0,0,0,1,1,1
3001,20000,0,0,0,0,0,1,1,0
3003,20000,0,0,0,0,0,1,0,1
3004,20000,0,0,0,0,0,1,0,0
3005,20000,0,0,0,0,0,1,0,1
3006,20000,0,0,0,0,0,1,1,0
3008,20000,0,0,0,0,0,1,1,1
3009,20000,0,0,0,0,0,1,1,0
3011,20000,0,0,0,0,0,1,0,1
3012,20000,0,0,0,0,0,1,0,0
3013,20000,0,0,0,0,0,1,0,1
3014,20000,0,0,0,0,0,1,1,1
3015,20000,0,0,0,0,0,1,1,0
3016,20000,0,0,0,0,0,1,1,1
3017,20000,0,0,0,0,0,1,1,0
3018,20000,0,0,0,0,0,1,1,1
3020,20000,0,0,0,0,0,1,1,0
3021,20000,0,0,0,0,0,1,1,1
3022,20000,0,0,0,0,0,1,1,0
3024,20000,0,0,0,0,0,1,1,1
3025,20000,0,0,0,0,0,1,1,0
3026,20000,0,0,0,0,0,1,1,1
3027,20000,0,0,0,0,0,1,0,1
3028,20000,0,0,0,0,0,1,0,0
3029,20000,0,0,0,0,0,1,0,1
3032,20000,0,0,0,0,0,1,1,1
3033,20000,0,0,0,0,0,1,1,0
3034,20000,0,0,0,0,0,1,1,1
3035,20000,0,0,0,0,0,1,0,0
3037,20000,0,0,0,0,0,1,1,1
3038,20000,0,0,0,0,0,1,1,0
3039,20000,0,0,0,0,0,1,1,1
3041,20000,0,0,0,0,0,1,1,0
3042,20000,0,0,0,0,0,1,1,1
3043,20000,0,0,0,0,0,1,1,0
3044,20000,0,0,0,0,0,1,1,1
3045,20000,0,0,0,0,0,1,0,1
3046,20000,0,0,0,0,0,1,0,0
3047,20000,0,0,0,0,0,1,0,1
3048,20000,0,0,0,0,0,1,1,0
3050,20000,0,0,0,0,0,1,1,1
3051,20000,0,0,0,0,0,1,1,0
3052,20000,0,0,0,0,0,1,1,1
3054,20000,0,0,0,0,0,1,1,0
3055,20000,0,0,0,0,0,1,1,1
3056,20000,0,0,0,0,0,1,0,0
3058,20000,0,0,0,0,0,1,1,1
3059,20000,0,0,0,0,0,1,1,0
3060,20000,0,0,0,0,0,1,1,1
3062,20000,0,0,0,0,0,1,1,0
3063,20000,0,0,0,0,0,1,1,1
3064,20000,0,0,0,0,0,1,0,0
3066,20000,0,0,0,0,0,1,1,1
3067,20000,0,0,0,0,0,1,1,0
3068,20000,0,0,0,0,0,1,1,1
3069,20000,0,0,0,0,0,1,1,0
3071,20000,0,0,0,0,0,1,0,1
3072,20000,0,0,0,0,0,1,0,0
3073,20000,0,0,0,0,0,1,0,1
3074,20000,0,0,0,0,0,1,1,1
3075,20000,0,0,0,0,0,1,1,0
3076,20000,0,0,0,0,0,1,1,1
3077,20000,0,0,0,0,0,1,0,1
3078,20000,0,0,0,0,0,1,0,0
3079,20000,0,0,0,0,0,1,1,1
3080,20000,0,0,0,0,0,1,1,0
3081,20000,0,0,0,0,0,1,1,1
3083,20000,0,0,0,0,0,1,1,0
3084,20000,0,0,0,0,0,1,1,1
3085,20000,0,0,0,0,0,1,0,0
3087,20000,0,0,0,0,0,1,0,1
3088,20000,0,0,0,0,0,1,0,0
3089,20000,0,0,0,0,0,1,0,1
3090,20000,0,0,0,0,0,1,0,0
3092,20000,0,0,0,0,0,1,0,1
3093,20000,0,0,0,0,0,1,0,0
3094,20000,0,0,0,0,0,1,0,1
3095,20000,0,0,0,0,0,1,1,1
3096,20000,0,0,0,0,0,1,1,0
3097,20000,0,0,0,0,0,1,1,1
3098,20000,0,0,0,0,0,1,0,1
3099,20000,0,0,0,0,0,1,0,0
3100,20000,0,0,0,0,0,1,0,1
3101,20000,0,0,0,0,0,1,0,0
3102,20000,0,0,0,0,0,1,0,1
3103,20000,0,0,0,0,0,1,1,1
3104,20000,0,0,0,0,0,1,1,0
3105,20000,0,0,0,0,0,1,1,1
3106,20000,0,0,0,0,0,1,1,0
3108,20000,0,0,0,0,0,1,0,1
3109,20000,0,0,0,0,0,1,0,0
3110,20000,0,0,0,0,0,1,0,1
3111,20000,0,0,0,0,0,1,0,0
3113,20000,0,0,0,0,0,1,1,1
3114,20000,0,0,0,0,0,1,1,0
3115,20000,0,0,0,0,0,1,1,1
3117,20000,0,0,0,0,0,1,1,0
3118,20000,0,0,0,0,0,1,1,1
3119,20000,0,0,0,0,0,1,0,1
3120,20000,0,0,0,0,0,1,0,0
3121,20000,0,0,0,0,0,1,1,1
3122,20000,0,0,0,0,0,1,1,0
3123,20000,0,0,0,0,0,1,1,1
3125,20000,0,0,0,0,0,1,1,0
3126,20000,0,0,0,0,0,1,1,1
3127,20000,0,0,0,0,0,1,1,0
3129,20000,0,0,0,0,0,1,0,1
3130,20000,0,0,0,0,0,1,0,0
3131,20000,0,0,0,0,0,1,0,1
3133,20000,0,0,0,0,0,1,0,0
3134,20000,0,0,0,0,0,1,1,1
3135,20000,0,0,0,0,0,1,1,0
3136,20000,0,0,0,0,0,1,1,1
3138,20000,0,0,0,0,0,1,1,0
3139,20000,0,0,0,0,0,1,1,1
3140,20000,0,0,0,0,0,1,0,1
3141,20000,0,0,0,0,0,1,0,0
3142,20000,0,0,0,0,0,1,0,1
3143,20000,0,0,0,0,0,1,1,0
3144,20000,0,0,0,0,0,1,1,1
3146,20000,0,0,0,0,0,1,1,0
3147,20000,0,0,0,0,0,1,1,1
3148,20000,0,0,0,0,0,1,0,0
3150,20000,0,0,0,0,0,1,0,1
3151,20000,0,0,0,0,0,1,0,0
3152,20000,0,0,0,0,0,1,0,1
3153,20000,0,0,0,0,0,1,1,1
3154,20000,0,0,0,0,0,1,1,0
3155,20000,0,0,0,0,0,1,0,1
3156,20000,0,0,0,0,0,1,0,0
3157,20000,0,0,0,0,0,1,0,1
3158,20000,0,0,0,0,0,1,1,1
3159,20000,0,0,0,0,0,1,1,0
3160,20000,0,0,0,0,0,1,1,1
3161,20000,0,0,0,0,0,1,0,1
3162,20000,0,0,0,0,0,1,0,0
3163,20000,0,0,0,0,0,1,0,1
3164,20000,0,0,0,0,0,1,1,0
3166,20000,0,0,0,0,0,1,1,1
3167,20000,0,0,0,0,0,1,1,0
3168,20000,0,0,0,0,0,1,1,1
3169,20000,0,0,0,0,0,1,1,0
3171,20000,0,0,0,0,0,1,0,1
3172,20000,0,0,0,0,0,1,0,0
3173,20000,0,0,0,0,0,1,0,1
3175,20000,0,0,0,0,0,1,0,0
3176,20000,0,0,0,0,0,1,0,1
